0,1,2,3,4,5,6,7,8,9,10,11,12
-252.00237,145.37186,-126.3443,-1.1194361,-20.174765,-45.2075,28.469837,-10.0513115,-0.9539572,32.106667,-2.8649833,13.9586735,11.232878
-269.02335,139.094,-122.857185,-8.040413,-19.885044,-38.976097,31.731739,-4.8309584,1.6338133,34.584366,3.5636559,17.987556,12.637644
-292.95627,132.57703,-116.47509,-19.17456,-17.291943,-30.92371,27.547817,-0.3504529,4.9092474,23.832424,-4.529389,16.958065,13.314184
-318.00775,120.638664,-119.61561,-37.12921,-18.279335,-29.832928,11.968506,-4.4830866,5.106666,15.399566,-5.802026,17.066944,9.398424
-343.40378,109.79985,-122.215324,-57.13269,-19.976332,-26.488014,1.4205537,-4.011858,6.898978,12.563719,2.4536614,20.570274,6.422893
-365.46112,95.788315,-128.13037,-70.00609,-22.492374,-27.973475,0.0997096,3.3359675,6.9084883,9.790056,4.196439,18.501295,3.5128052
-386.67502,80.25474,-136.5181,-81.64946,-22.612299,-26.594149,3.2681348,14.765698,11.611013,9.398716,0.82167155,16.018185,11.933067
-396.31747,79.26106,-130.56546,-82.26729,-17.976204,-23.139563,-1.7281466,13.125391,13.092626,11.403057,1.2082369,9.868978,10.571626
-402.2198,85.03235,-119.2439,-87.48871,-20.858421,-18.185352,-7.228899,4.852246,10.629278,8.920603,2.8965056,13.108463,9.754131
-408.2126,85.949646,-111.26575,-90.71033,-27.27079,-13.015188,-3.2270994,1.406416,10.344615,7.3492155,-2.3831778,14.472515,15.772484
-414.5692,83.39003,-108.0514,-88.14759,-22.78706,-11.678293,-8.734823,-0.8736857,13.049011,7.948868,-1.5353254,16.914757,13.040028
-427.7599,78.525986,-101.66039,-83.41194,-16.772394,-14.895419,-15.124493,4.783066,17.656872,9.575281,3.8170285,15.939481,6.9414577
-442.18164,72.05153,-94.86646,-80.47787,-15.950045,-13.613759,-9.495596,13.641211,16.843174,5.3059797,5.585761,13.888178,2.9278345
-447.4363,71.19619,-88.95879,-79.829575,-18.856037,-11.447928,-6.5938873,13.390319,13.327183,-1.6467806,4.324782,18.27459,5.060947
-450.80896,73.59215,-78.5318,-73.100266,-16.027119,-8.819517,-10.848206,2.2806182,2.4063876,-10.760359,-0.06200546,16.715208,2.6314821
-460.2489,73.908775,-65.0771,-64.24095,-8.824865,-1.1874579,-8.587063,0.44754612,2.6382632,-5.2179284,1.8506324,10.187323,0.5961924
-479.89987,60.97719,-61.71982,-59.08471,1.8709484,13.742016,6.0751457,13.523729,6.4722767,-8.188084,-0.54282993,7.8990912,-0.47429165
-496.67795,49.038227,-55.457844,-47.489517,11.094435,18.366112,4.4646564,13.1299515,13.904475,-0.99729,0.3394946,8.265173,-0.52721655
-373.68555,152.38896,-12.476837,-0.78827155,5.982889,-13.136078,-1.7572863,-5.719511,-3.5880985,3.6182647,-5.631072,3.506147,9.06156
-254.43195,206.97179,-39.19431,31.906754,17.714586,-27.260162,13.082029,-1.6194763,-0.8290856,11.030369,-14.418467,5.8849497,13.543905
-224.6021,223.13403,-43.313858,39.651806,23.891829,-24.4511,18.071098,-4.2360363,-5.3048606,8.964584,-18.71908,0.5380287,6.967224
-200.91068,228.66034,-64.00653,33.498924,28.67423,-25.750265,12.738794,-5.113841,-0.8225865,16.067123,-11.354652,1.5342388,7.6810746
-172.50436,242.16547,-82.230255,28.807472,38.356354,-27.631973,14.841757,2.2474344,-4.1598196,20.80811,1.368967,5.4211864,14.9903
-176.33765,256.51605,-71.15639,19.662418,42.569042,-26.046965,18.892254,16.883715,-12.866037,13.332132,10.42988,1.2799714,11.977377
-212.54549,242.99951,-51.529465,24.643694,46.5972,-15.173487,28.177689,25.504921,-13.655691,9.350426,11.718513,-2.6105616,4.8744617
-255.19637,221.98462,-34.52192,30.58094,52.37745,-5.203923,26.2277,23.104576,-7.185418,16.369526,13.501268,-1.653018,7.9205627
-273.2549,208.58777,-34.044178,27.822845,48.350975,-3.4445424,25.201605,19.525547,-3.6432033,20.97701,12.442282,-1.8526883,8.963675
-287.8656,199.53004,-31.606998,26.549232,46.177162,-3.270917,23.883604,18.839455,-1.5112363,23.87841,12.279216,-5.5159864,7.7384753
-302.16748,193.31592,-25.31843,28.69088,49.56372,-0.39541617,21.769989,20.437456,0.8525,22.630583,15.134426,-0.690948,8.798439
-315.25006,189.10254,-23.95866,17.341873,44.785595,1.9210908,19.744938,22.857971,1.2605373,15.143257,14.52136,3.539917,11.14069
-329.34265,185.19794,-17.956833,13.568031,45.287315,3.4220057,13.404065,25.48301,8.33709,13.627241,15.187612,4.720279,8.328171
-353.9699,173.77158,-11.427818,12.278329,52.14402,10.116074,5.669851,21.121561,3.0997791,3.6126456,16.496037,2.7097883,-4.207338
-363.80142,174.08183,-0.27682996,12.589561,49.145805,10.209994,1.3716469,17.32198,3.9270024,4.1375804,18.7902,9.350525,3.5354974
-373.68097,167.69882,3.8800776,14.583824,44.64908,7.7981453,2.7288208,20.77346,10.67916,6.4706554,14.346447,10.130224,7.879549
-388.3166,156.33157,2.492536,11.849993,46.31668,18.608551,11.373467,23.71968,13.654539,6.2181053,8.149777,3.7192435,2.5663795
-399.0683,149.63342,5.3553867,14.121126,49.149788,23.963438,16.612026,28.106327,15.210794,4.3195186,4.342292,-1.0972807,1.1278614
-401.64682,151.10495,9.844402,12.886749,43.103592,13.476105,4.3529625,22.077194,12.989796,2.8177934,9.729784,6.322452,0.93731225
-412.7136,146.93567,15.309677,11.331764,41.500076,17.456707,5.0467167,21.952496,16.117792,4.1716614,13.48884,14.951464,4.739661
-425.79962,134.40776,14.199338,13.848375,40.891792,19.694014,10.4624815,22.491676,15.08249,4.5311112,7.936737,8.097232,5.9201217
-433.51324,129.20355,15.312571,13.706234,41.376163,24.47272,15.077071,23.664082,14.407568,3.8677735,9.112031,9.645964,3.4583848
-446.85135,119.14432,13.504591,8.636461,37.685425,25.421856,14.849578,23.788376,16.20088,4.3537226,11.682156,14.63445,4.7042685
-454.4757,115.15198,17.638037,8.65369,31.16474,21.167995,12.637402,18.110592,11.42707,3.6385288,10.102615,14.788147,11.891977
-465.36093,109.40503,19.89061,4.0362062,27.301456,25.590126,11.650572,10.205008,12.267736,10.363541,9.315046,11.160887,13.052281
-483.0014,97.6898,23.478016,4.7887487,26.952875,32.214878,17.553143,11.354078,14.1360855,11.92153,8.202334,10.341156,11.563862
-499.19217,86.35333,30.67322,13.897241,23.550934,21.718395,12.801399,12.977198,13.104465,7.2203484,7.07874,12.942444,12.524385
-518.07654,71.34225,33.281883,18.681393,23.254375,23.287373,16.764107,12.704935,10.828333,9.296932,10.101152,11.631128,10.965469
-539.5983,53.05535,33.370995,21.640213,21.956167,24.474392,21.46865,15.200539,10.76981,8.935549,8.121991,8.357014,9.887804
-397.61618,79.7677,-63.02692,19.658154,-1.4776247,-29.552397,14.703104,8.146986,19.902071,24.885351,-7.328457,5.421052,12.401735
-195.36937,143.07501,-132.73099,14.756411,-44.11955,-38.959194,4.2600155,-25.500387,0.18961129,11.054441,5.056644,3.4365358,-0.9382133
-118.17243,171.571,-126.55005,30.93151,-40.99303,-15.895842,6.350048,-12.948971,3.179051,8.843146,4.733543,0.76868045,0.69452703
-101.09911,199.13574,-120.7943,45.601444,-18.63842,-13.451567,13.520531,-14.230537,5.154024,4.1843967,-6.0392017,1.9553444,8.164869
-99.66953,210.60905,-108.216385,52.66307,-9.10309,-9.423604,12.107357,-16.29239,1.2289531,-1.5253727,-7.017272,1.4524727,4.8963375
-124.91591,205.40662,-101.92032,59.38147,-5.040202,-11.552762,23.666275,-23.578005,-2.7950096,-2.5502114,-14.178453,0.78093696,-1.7521563
-148.93477,211.17862,-114.34105,44.886417,4.584023,-34.946075,38.32855,-21.821518,-6.7735395,22.87055,-23.70591,3.4612741,0.41301703
-163.3068,200.7173,-121.81241,34.379818,1.9229337,-35.519478,40.99945,-21.150574,-14.067022,22.486568,-18.606724,9.742365,7.33324
-182.23834,188.361,-117.88602,37.83034,5.5848455,-31.121403,44.01786,-16.1002,-12.804951,17.140762,-22.077744,9.3816185,8.81859
-190.60622,183.31134,-117.37187,33.58617,-1.569534,-37.43824,40.655823,-14.843994,-13.401339,12.891878,-24.743277,7.353972,11.032215
-216.98846,171.74844,-113.82941,21.48729,-7.5134335,-38.14308,35.087234,-16.779774,-18.781654,5.605931,-25.799154,5.971962,7.6572666
-239.50154,164.01724,-109.53201,12.931158,-6.894505,-38.082626,27.593452,-15.951493,-12.8577175,14.694607,-20.664118,3.1364324,3.9600039
-242.08989,163.45688,-111.781845,7.231948,-10.943916,-44.287884,22.778507,-18.46764,-12.103874,27.751564,-10.695509,-0.3594218,3.954762
-257.19452,154.00238,-114.005394,-1.9778392,-15.3472805,-43.474567,21.01779,-19.255022,-13.818254,27.084713,-6.589555,0.47295725,3.764224
-285.3377,140.26157,-110.845764,-12.40325,-14.820099,-31.46339,27.483807,-9.7420025,-8.863802,18.464031,-13.585863,4.122285,11.185104
-314.98184,124.21852,-116.520386,-32.98696,-16.65773,-28.872868,17.91623,-3.4984586,4.387127,22.867113,-7.114832,11.395224,14.232277
-340.66516,111.03487,-120.01441,-48.94525,-13.571175,-21.582882,8.855765,-2.1619425,11.34737,22.702463,0.5348357,20.328304,12.74412
-369.71396,96.81827,-123.24629,-70.95011,-19.014385,-18.06451,1.6395042,1.007513,11.879171,8.448908,-4.6606,21.406315,7.310708
-374.18585,92.64522,-123.42388,-73.02333,-26.326029,-22.28871,2.917059,1.7476696,10.090778,1.5241985,-15.186419,17.802866,11.152549
-376.81757,93.37711,-117.65557,-71.30124,-32.208168,-30.14128,-5.103573,-9.8403225,0.7413366,0.6939678,-16.805696,11.599477,10.6807375
-382.7133,95.35713,-112.05789,-72.38373,-28.730644,-30.458618,-13.20661,-13.927994,-1.5689518,3.067276,-8.030943,14.754924,9.777064
-391.80966,93.67636,-111.51098,-80.3481,-26.324205,-22.782177,-7.625042,-4.676132,-2.6370335,-6.465879,-9.393221,15.43955,12.943026
-400.2729,88.05972,-111.01459,-80.68268,-24.42549,-19.456652,-6.587447,-2.256265,2.1726403,-1.5482185,-5.6046286,15.2121935,10.12562
-410.24612,81.06845,-106.233154,-73.39737,-21.389168,-19.005314,-7.9085855,-2.327879,8.314737,6.036508,-3.418797,13.963459,5.9717703
-423.06836,76.91557,-96.89569,-70.04387,-21.069164,-16.787752,-5.767844,3.0240483,11.774398,2.859895,-6.324732,11.015059,0.8442603
-434.98187,73.9272,-89.36203,-68.58606,-16.53576,-10.595001,-5.727727,1.8752887,5.911697,-3.9047306,-4.0888944,10.300211,-1.7837166
-445.04352,73.97595,-81.9092,-70.71689,-12.608072,-3.9230778,-10.084249,-4.2750983,1.7575648,-7.8223867,-4.8919067,10.585578,2.7004778
-460.90756,67.30437,-77.62538,-72.10559,-9.204957,-0.7623229,-11.254293,-0.93796563,5.559982,-3.6484065,-1.0932628,8.273306,1.2805803
-475.99347,61.535614,-68.62461,-67.253784,-4.1035,7.5912952,-2.2124271,6.7461605,4.8049135,-8.500649,-1.0124162,12.502373,5.965336
-482.8151,58.679695,-52.5961,-44.668747,1.8180139,8.190831,3.4819877,4.5069275,4.3163824,2.8168535,3.6411514,10.60716,8.553681
-406.93225,128.89871,-12.130478,-3.824872,6.782023,-7.733778,-2.1290202,-6.536047,-3.7660885,3.4088273,-5.2823668,-2.613074,0.75274277
-264.51553,193.26236,-39.927727,35.25097,16.546879,-21.862164,9.437268,-6.380091,1.4107628,7.9637547,-8.574506,9.203495,6.558301
-220.5766,216.50856,-45.731865,45.341476,20.018963,-21.74864,16.910368,-7.2375345,-1.2333012,6.3070574,-13.734038,5.5278444,2.0916352
-207.59462,230.72586,-55.871532,28.905973,23.627548,-20.35492,19.291565,-3.051619,-2.709576,13.109546,-12.749594,-0.36234146,3.9568496
-183.64159,248.5701,-75.5193,15.135189,40.64244,-24.537834,10.373344,6.9062324,-4.6443596,18.293747,2.2699194,4.148124,15.672242
-177.24791,261.00702,-69.42352,14.164103,44.664337,-23.897236,13.916008,13.724297,-12.15299,16.329859,11.018115,-0.77866447,10.432745
-202.46292,250.37195,-52.923546,21.601002,41.74672,-19.52356,25.966822,19.219284,-15.808823,16.827147,11.835585,-6.7992887,7.5963025
-244.23656,227.15285,-38.60692,28.707188,48.520138,-5.3721223,33.12159,20.954353,-12.901839,20.969988,13.159321,-7.5823116,13.218262
-265.38583,209.70541,-38.56135,29.229773,45.749786,-4.858532,32.944183,22.39753,-4.997508,24.63972,12.90983,-3.0226865,12.9601965
-283.18762,196.16869,-36.290527,30.413166,42.07369,-6.00044,31.279823,20.854252,-1.4281125,24.890581,7.431328,-5.7297325,10.326141
-298.2498,191.6987,-28.122051,30.670116,46.09965,-0.86047137,26.400047,20.249733,3.5391328,24.702034,8.578513,-2.5839086,11.313425
-317.51425,186.86087,-24.596134,18.516197,48.735733,5.739011,19.429367,22.29383,3.7550395,16.231049,13.866275,4.331978,11.706415
-329.95163,186.8764,-17.868036,9.4673195,45.779976,7.7597494,15.924747,26.235327,6.362381,12.0658245,17.096037,6.773412,11.094974
-352.25293,177.54932,-11.871656,5.066692,48.558792,11.89518,8.721769,24.789139,2.6578093,1.0586234,19.232073,6.9167376,-1.3389151
-364.82846,175.36472,0.9167229,10.841898,50.003,11.333317,0.9763975,20.35236,3.382988,-3.4439454,17.929346,14.919609,2.8443866
-376.2533,170.84232,9.115103,12.906976,45.747803,10.03262,-1.8384476,17.452429,10.598091,5.02069,15.625395,12.839909,7.968159
-389.9067,156.59726,6.8498554,16.091236,46.24879,15.552082,8.128955,20.623758,12.966185,8.983785,9.207473,3.9684877,7.8009453
-402.90482,146.07504,6.300123,16.691906,49.89836,25.02363,17.02245,27.849846,19.200535,6.576911,-0.15237917,-0.674762,6.960059
-405.06625,149.7031,11.351749,11.454166,43.050125,18.662165,5.0753427,20.108856,21.334019,10.685275,5.0912814,4.2227063,4.705448
-408.58496,147.33322,13.053774,14.430658,43.78589,17.058071,5.6609144,19.846329,14.368887,7.9565964,13.983442,11.383227,6.419319
-420.08804,137.30972,10.762716,12.0135975,42.72928,22.704845,13.529372,22.277227,11.436031,4.1838775,10.413704,7.619446,6.346518
-427.89804,129.70335,9.371047,14.11352,45.23289,24.594822,15.050225,22.33575,8.844195,2.9750998,14.069216,10.087569,3.1128783
-443.42392,117.91794,9.9848,12.987,41.81893,26.333931,19.911388,25.119413,8.4309225,1.8875808,16.46043,13.818988,1.7804826
-450.0968,118.04619,17.60413,9.904599,31.33463,19.94937,14.721273,21.216084,9.476207,-0.2952634,10.907911,18.072824,11.652964
-460.95294,111.86976,21.297523,7.954059,25.363743,20.594595,14.672754,15.41987,10.07026,5.507654,8.480603,12.304737,11.815864
-477.56326,99.19717,23.499802,10.149532,24.84846,25.35912,19.631824,13.9390545,10.800751,11.617561,9.713592,7.989817,8.587509
-499.53748,85.42523,30.966948,14.81592,21.231215,19.583973,14.630198,15.071194,14.548476,8.379565,4.2628884,8.73655,12.753601
-517.93243,72.47229,36.262886,21.981405,23.867527,20.524078,13.679749,12.405635,12.3263035,8.545057,5.6096764,7.0482016,9.859034
-540.19135,52.789474,34.413033,23.228085,22.258438,23.178782,20.175293,15.007147,11.713652,10.973145,10.540121,9.754829,9.994182
-480.9046,56.56372,-16.46276,19.674099,6.72719,-8.07994,20.664238,20.413975,20.009956,19.7101,0.2943365,4.172678,9.501927
-234.95909,152.8761,-132.76532,-1.2169862,-26.026735,-59.858566,18.72788,-19.776268,-13.102909,27.580265,-5.38095,7.2209625,8.319954
-149.10007,203.60037,-137.39406,18.328163,-15.100679,-52.337074,30.49119,-20.72587,-8.929441,27.92218,-8.408194,12.774609,2.693593
-123.48556,219.59766,-135.36818,33.051224,-2.444182,-48.53228,32.711563,-19.77811,-5.603532,25.97393,-17.180462,11.980606,6.7358
-115.54342,229.30553,-121.86653,50.24061,3.894328,-51.838177,30.432655,-21.799908,-7.7809796,21.56187,-25.8177,6.761609,6.011256
-135.79506,224.53549,-108.5,53.04689,8.69606,-43.06443,36.037804,-19.897982,-12.570211,16.979706,-29.29969,1.4631939,3.094064
-165.42816,207.15521,-108.43068,42.48873,6.080328,-34.953827,43.60219,-14.003698,-11.363265,18.409096,-28.65475,-2.129666,0.9594291
-181.96342,191.71788,-121.19156,25.870716,-0.39098176,-34.805954,40.99005,-15.334109,-11.961252,19.571075,-22.438835,3.9597435,1.8567193
-195.87065,182.04753,-120.49893,26.554707,2.78131,-32.330933,40.001987,-13.491108,-11.95134,14.5761,-24.119133,6.542601,6.6029954
-199.28432,177.61993,-120.233284,29.22312,-0.8937113,-39.70772,34.465572,-16.535612,-14.362833,9.384569,-28.34082,8.015554,14.555302
-207.80011,175.51791,-116.52488,22.69688,-9.249197,-42.58438,31.746763,-17.530384,-10.684454,15.258677,-24.50653,6.744587,12.1578045
-229.97551,168.84921,-111.79706,15.681611,-4.322541,-37.767456,35.02047,-3.247805,-3.2091124,21.88409,-13.561729,9.718947,10.762472
-236.63528,166.48889,-114.02819,9.50956,-3.860505,-39.589645,31.333187,-3.771247,-4.9115505,28.763817,-3.450625,9.499019,9.79313
-251.83821,153.2172,-118.806625,-0.7691801,-14.7335825,-41.67616,28.312477,-8.25724,-4.2396626,30.998798,0.089028,9.596521,7.40068
-275.0302,144.31874,-110.071815,-4.8620224,-13.664715,-33.28616,28.057663,-5.5141163,0.15111059,23.657633,-8.105751,9.947056,9.845063
-290.97,146.75024,-100.328384,-11.539272,-3.4901829,-24.217087,23.673767,3.1175804,6.2052364,16.196812,-16.877384,-0.26065004,2.2134762
-247.87653,201.39514,-70.9644,12.922895,28.808056,-22.859718,19.790071,12.227873,-3.4426622,21.747498,2.2437024,-7.370842,2.02162
-204.2725,237.51662,-74.60236,16.366016,45.95546,-31.952412,15.431925,26.63358,-8.275848,23.399002,14.58048,-14.8681755,3.9045963
-202.4917,244.06561,-66.81222,22.498575,53.471783,-31.050556,11.844763,28.793365,-8.368664,18.36041,13.4637985,-13.421527,7.7205334
-226.07944,238.49709,-49.050163,26.536423,58.722443,-20.47539,7.9177895,20.336555,-13.479736,10.55764,11.076284,-9.580362,10.0421295
-236.06987,233.05765,-48.978302,20.51764,55.657303,-16.0247,14.340192,27.268627,-10.341257,11.433338,15.110413,-11.730675,1.0218847
-214.98097,250.97179,-56.126343,9.958193,62.326855,-13.243079,12.175312,38.180573,-11.317934,-6.8778834,12.224822,-10.402524,-6.3963237
-219.2645,249.90723,-57.18561,4.881407,64.980865,-9.183591,8.123289,35.88803,-12.287157,-11.615195,11.809488,-7.3306503,-3.4385056
-245.5255,230.49057,-52.27385,6.185364,53.626175,-15.697908,6.7186794,30.02325,-10.5904255,2.630734,21.759933,-2.3033602,5.807108
-237.1477,241.37354,-44.749466,8.178125,49.55487,-23.251003,0.37677455,25.789303,-14.743115,-0.4384479,20.726532,-2.087632,6.268942
-239.81467,243.69237,-39.987194,10.465514,59.431038,-13.094364,0.5855198,27.635078,-9.957132,-1.6262696,18.401302,-4.128048,1.7326996
-268.95694,223.93489,-35.010498,13.39498,62.563095,-4.624198,4.936806,32.487404,-1.4011736,1.0071679,18.477474,-1.3261378,0.86433005
-281.20398,216.9726,-25.602673,19.007927,54.314316,-8.158226,7.9804907,28.906237,-5.119022,-2.299613,9.930815,-3.6261778,2.730142
-287.6681,213.31366,-20.56649,23.257822,52.876038,-8.456132,7.8307333,24.428322,-5.9355707,1.9277315,10.154608,-4.682664,4.4670544
-299.08078,203.46147,-23.301556,22.321007,56.484188,-3.2237015,9.85058,29.09888,2.6620772,7.185847,11.476325,-3.1324017,6.791227
-316.0357,194.13565,-23.507885,14.27869,56.573833,2.669112,6.601211,26.291592,2.0544755,6.770704,19.700434,0.73125744,-1.4050957
-322.38876,197.24695,-13.696291,9.737505,48.223305,2.3916795,6.714285,24.289013,1.3922896,7.786323,19.935034,-3.5341678,-5.781788
-338.51517,187.67555,-10.23229,7.394818,44.599,5.722088,10.876484,27.359524,3.7643661,6.6448135,19.204807,0.053202033,-1.1318533
-355.9473,176.45627,-7.549692,9.12281,51.51436,15.752473,11.275986,25.608925,3.823964,-0.9168869,13.105506,4.900393,2.3395624
-367.32385,173.7095,-3.0187352,3.7479005,52.392693,21.483154,5.406141,22.464125,6.270817,-10.043934,5.786226,8.895704,-1.5681335
-377.55978,162.80594,-2.8039393,8.774775,48.16439,17.186636,10.903252,23.744514,1.7568223,-5.588741,15.32409,13.562487,-0.35595655
-385.6872,151.1053,-6.265383,12.554792,42.256012,8.646786,13.47582,27.473972,4.5439034,1.605808,17.052273,11.548955,5.2788806
-395.2275,142.61789,-7.1724176,14.605558,45.791656,12.1302395,13.56698,27.101624,8.4574995,6.357793,17.027203,7.066368,0.943233
-400.07452,140.37479,-6.997141,10.50181,44.43116,15.669527,11.714659,21.227642,8.596376,9.431072,16.456251,6.270607,1.0717684
-405.47662,135.81787,-5.317036,12.288727,40.129974,10.669789,7.761368,13.675153,3.6048565,11.932257,19.488552,8.139945,2.2718284
-417.57526,124.20726,-10.255274,10.7859955,45.750618,19.764473,12.779144,16.892654,5.6642923,9.782431,17.85304,10.584148,4.3236027
-416.51007,119.558655,-13.40719,13.244812,39.941673,17.747627,21.659945,19.720783,4.7335453,10.250081,11.902374,3.9194722,6.0954676
-414.26236,119.80753,-15.202342,6.5024557,22.555187,4.783515,22.188984,19.796326,2.6683679,12.756308,12.961039,2.962868,8.7245865
